product,date,min,max,avg
Chilli Dry,2024-03-09,400.0,450.0,425.0
Chilli Green,2024-03-09,90.0,100.0,96.0
Chilli Green(Bullet),2024-03-09,90.0,100.0,95.0
Chilli Green(Machhe),2024-03-09,90.0,100.0,95.0
Chilli Green(Akbare),2024-03-09,400.0,450.0,425.0
Capsicum,2024-03-09,120.0,140.0,130.0
Garlic Green,2024-03-09,100.0,120.0,113.33
Coriander Green,2024-03-09,50.0,60.0,55.0
Garlic Dry Chinese,2024-03-09,200.0,220.0,210.0
Garlic Dry Nepali,2024-03-09,190.0,200.0,195.0
Clive Green,2024-03-09,100.0,120.0,110.0
Fish Fresh(Rahu),2024-03-09,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-03-09,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-03-09,260.0,300.0,280.0
Tree Tomato,2024-03-09,140.0,150.0,146.67
Tomato Big(Nepali),2024-03-08,60.0,70.0,65.0
Tomato Big(Indian),2024-03-08,70.0,80.0,75.0
Tomato Small(Local),2024-03-08,20.0,25.0,22.5
Tomato Small(Tunnel),2024-03-08,30.0,35.0,32.5
Tomato Small(Terai),2024-03-08,30.0,40.0,35.0
Potato Red,2024-03-08,30.0,35.0,32.75
Potato Red(Indian),2024-03-08,34.0,36.0,35.0
Onion Dry (Indian),2024-03-08,72.0,78.0,75.0
Carrot(Local),2024-03-08,30.0,35.0,32.5
Carrot(Terai),2024-03-08,25.0,30.0,27.5
Cabbage(Local),2024-03-08,25.0,35.0,30.0
Cabbage,2024-03-08,22.0,30.0,26.0
Cauli Local,2024-03-08,25.0,35.0,30.0
Cauli Local(Jyapu),2024-03-08,40.0,50.0,45.0
Cauli Terai,2024-03-08,20.0,30.0,25.0
Raddish Red,2024-03-08,50.0,60.0,55.0
Raddish White(Local),2024-03-08,25.0,30.0,27.5
Raddish White(Hybrid),2024-03-08,30.0,35.0,32.5
Brinjal Long,2024-03-08,50.0,60.0,56.67
Brinjal Round,2024-03-08,50.0,60.0,55.0
Green Peas,2024-03-08,70.0,90.0,80.0
French Bean(Local),2024-03-08,130.0,150.0,140.0
French Bean(Hybrid),2024-03-08,130.0,150.0,140.0
French Bean(Rajma),2024-03-08,110.0,120.0,116.67
Sword Bean,2024-03-08,70.0,80.0,76.67
Bitter Gourd,2024-03-08,130.0,140.0,136.67
Bottle Gourd,2024-03-08,50.0,60.0,56.67
Pointed Gourd(Terai),2024-03-08,280.0,300.0,290.0
Smooth Gourd,2024-03-08,100.0,110.0,103.33
Pumpkin,2024-03-08,40.0,50.0,45.0
Squash(Long),2024-03-08,40.0,50.0,46.67
Squash(Round),2024-03-08,50.0,60.0,56.67
Turnip,2024-03-08,70.0,80.0,76.67
Okara,2024-03-08,110.0,120.0,116.67
Sweet Potato,2024-03-08,60.0,70.0,65.0
Barela,2024-03-08,50.0,60.0,55.0
Arum,2024-03-08,90.0,100.0,93.33
Christophine,2024-03-08,35.0,40.0,38.33
Brd Leaf Mustard,2024-03-08,40.0,50.0,46.67
Spinach Leaf,2024-03-08,70.0,80.0,76.67
Cress Leaf,2024-03-08,70.0,80.0,76.67
Mustard Leaf,2024-03-08,30.0,40.0,36.67
Fenugreek Leaf,2024-03-08,70.0,80.0,76.67
Onion Green,2024-03-08,60.0,70.0,66.67
Bakula,2024-03-08,60.0,70.0,66.67
Yam,2024-03-08,60.0,70.0,66.67
Mushroom(Kanya),2024-03-08,100.0,120.0,110.0
Mushroom(Button),2024-03-08,280.0,320.0,304.0
Asparagus,2024-03-08,600.0,1000.0,800.0
Neuro,2024-03-08,80.0,90.0,85.0
Brocauli,2024-03-08,40.0,50.0,46.67
Sugarbeet,2024-03-08,60.0,70.0,66.67
Drumstick,2024-03-08,150.0,160.0,155.0
Red Cabbbage,2024-03-08,50.0,60.0,55.0
Lettuce,2024-03-08,60.0,70.0,66.67
Knolkhol,2024-03-08,60.0,70.0,65.0
Celery,2024-03-08,90.0,100.0,96.67
Parseley,2024-03-08,180.0,200.0,190.0
Fennel Leaf,2024-03-08,70.0,80.0,76.67
Mint,2024-03-08,250.0,300.0,275.0
Turnip A,2024-03-08,70.0,80.0,75.0
Tamarind,2024-03-08,140.0,150.0,146.67
Bamboo Shoot,2024-03-08,100.0,120.0,110.0
Tofu,2024-03-08,150.0,170.0,160.0
Gundruk,2024-03-08,250.0,300.0,275.0
Apple(Jholey),2024-03-08,200.0,220.0,210.0
Apple(Fuji),2024-03-08,300.0,350.0,325.0
Banana,2024-03-08,120.0,130.0,126.67
Lime,2024-03-08,220.0,260.0,240.0
Pomegranate,2024-03-08,280.0,300.0,290.0
Grapes(Green),2024-03-08,120.0,140.0,130.0
Grapes(Black),2024-03-08,200.0,220.0,210.0
Orange(Indian),2024-03-08,90.0,100.0,96.67
Water Melon(Green),2024-03-08,50.0,60.0,56.67
Sweet Orange,2024-03-08,140.0,150.0,145.0
Mandarin,2024-03-08,220.0,250.0,235.0
Pineapple,2024-03-08,150.0,160.0,155.0
Cucumber(Local),2024-03-08,130.0,150.0,140.0
Cucumber(Hybrid),2024-03-08,60.0,70.0,66.67
Jack Fruit,2024-03-08,90.0,100.0,96.67
Lemon,2024-03-08,50.0,60.0,55.0
Pear(Chinese),2024-03-08,220.0,250.0,235.0
Papaya(Nepali),2024-03-08,70.0,80.0,76.67
Papaya(Indian),2024-03-08,70.0,80.0,76.67
Guava,2024-03-08,200.0,250.0,225.0
Mombin,2024-03-08,150.0,160.0,155.0
Kinnow,2024-03-08,90.0,100.0,96.67
Strawberry,2024-03-08,200.0,300.0,250.0
Kiwi,2024-03-08,450.0,500.0,475.0
Avocado,2024-03-08,450.0,500.0,475.0
Amla,2024-03-08,80.0,90.0,85.0
Ginger,2024-03-08,200.0,220.0,210.0
Chilli Dry,2024-03-08,400.0,450.0,425.0
Chilli Green,2024-03-08,100.0,110.0,106.67
Chilli Green(Bullet),2024-03-08,100.0,110.0,106.67
Chilli Green(Machhe),2024-03-08,90.0,100.0,96.67
Capsicum,2024-03-08,110.0,120.0,115.0
Garlic Green,2024-03-08,90.0,100.0,96.67
Coriander Green,2024-03-08,40.0,60.0,50.0
Garlic Dry Chinese,2024-03-08,200.0,220.0,210.0
Garlic Dry Nepali,2024-03-08,190.0,200.0,195.0
Clive Green,2024-03-08,90.0,100.0,95.0
Fish Fresh(Rahu),2024-03-08,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-03-08,260.0,280.0,270.0
Fish Fresh(Chhadi),2024-03-08,260.0,300.0,280.0
Tree Tomato,2024-03-08,140.0,150.0,145.0
Tomato Big(Nepali),2024-03-07,60.0,70.0,65.0
Tomato Big(Indian),2024-03-07,70.0,80.0,75.0
Tomato Small(Local),2024-03-07,20.0,25.0,22.5
Tomato Small(Tunnel),2024-03-07,30.0,35.0,32.5
Tomato Small(Terai),2024-03-07,30.0,40.0,35.0
Potato Red,2024-03-07,30.0,33.0,31.4
Potato Red(Indian),2024-03-07,32.0,35.0,34.0
Potato White,2024-03-07,30.0,32.0,31.0
Onion Dry (Indian),2024-03-07,75.0,80.0,78.0
Carrot(Local),2024-03-07,30.0,35.0,33.33
Carrot(Terai),2024-03-07,25.0,30.0,28.33
Cabbage(Local),2024-03-07,25.0,35.0,30.0
Cabbage,2024-03-07,20.0,30.0,25.0
Cauli Local,2024-03-07,30.0,40.0,35.0
Cauli Local(Jyapu),2024-03-07,40.0,50.0,46.67
Raddish Red,2024-03-07,50.0,60.0,56.67
Raddish White(Local),2024-03-07,25.0,30.0,27.5
Raddish White(Hybrid),2024-03-07,30.0,35.0,32.5
Brinjal Long,2024-03-07,60.0,70.0,66.67
Brinjal Round,2024-03-07,60.0,70.0,65.0
Green Peas,2024-03-07,70.0,80.0,76.0
French Bean(Local),2024-03-07,120.0,140.0,130.0
French Bean(Hybrid),2024-03-07,120.0,140.0,130.0
French Bean(Rajma),2024-03-07,110.0,120.0,116.67
Sword Bean,2024-03-07,90.0,100.0,96.67
Bitter Gourd,2024-03-07,130.0,140.0,136.67
Bottle Gourd,2024-03-07,50.0,60.0,56.67
Pointed Gourd(Terai),2024-03-07,260.0,280.0,270.0
Smooth Gourd,2024-03-07,80.0,100.0,92.0
Pumpkin,2024-03-07,40.0,50.0,45.0
Squash(Long),2024-03-07,40.0,50.0,46.67
Squash(Round),2024-03-07,50.0,60.0,56.67
Turnip,2024-03-07,70.0,80.0,76.67
Okara,2024-03-07,110.0,120.0,115.0
Sweet Potato,2024-03-07,60.0,70.0,66.67
Barela,2024-03-07,50.0,60.0,55.0
Arum,2024-03-07,90.0,100.0,96.67
Christophine,2024-03-07,35.0,40.0,38.33
Brd Leaf Mustard,2024-03-07,40.0,50.0,46.67
Spinach Leaf,2024-03-07,60.0,70.0,66.67
Cress Leaf,2024-03-07,60.0,70.0,66.67
Mustard Leaf,2024-03-07,30.0,40.0,36.67
Fenugreek Leaf,2024-03-07,60.0,70.0,66.67
Onion Green,2024-03-07,60.0,70.0,66.67
Bakula,2024-03-07,70.0,80.0,76.67
Yam,2024-03-07,80.0,90.0,86.67
Mushroom(Kanya),2024-03-07,110.0,130.0,120.0
Mushroom(Button),2024-03-07,300.0,350.0,325.0
Asparagus,2024-03-07,800.0,1000.0,900.0
Neuro,2024-03-07,70.0,80.0,75.0
Brocauli,2024-03-07,50.0,60.0,56.67
Sugarbeet,2024-03-07,60.0,70.0,65.0
Drumstick,2024-03-07,160.0,180.0,170.0
Red Cabbbage,2024-03-07,50.0,60.0,56.67
Lettuce,2024-03-07,60.0,70.0,66.67
Knolkhol,2024-03-07,60.0,70.0,66.67
Celery,2024-03-07,90.0,100.0,96.67
Parseley,2024-03-07,180.0,200.0,190.0
Fennel Leaf,2024-03-07,60.0,70.0,66.67
Mint,2024-03-07,250.0,300.0,275.0
Turnip A,2024-03-07,70.0,80.0,75.0
Tamarind,2024-03-07,150.0,160.0,156.67
Bamboo Shoot,2024-03-07,100.0,120.0,110.0
Tofu,2024-03-07,150.0,170.0,160.0
Gundruk,2024-03-07,250.0,300.0,275.0
Apple(Jholey),2024-03-07,200.0,220.0,210.0
Apple(Fuji),2024-03-07,300.0,350.0,325.0
Banana,2024-03-07,120.0,130.0,125.0
Lime,2024-03-07,220.0,260.0,240.0
Pomegranate,2024-03-07,280.0,300.0,290.0
Grapes(Green),2024-03-07,120.0,140.0,130.0
Grapes(Black),2024-03-07,200.0,220.0,210.0
Orange(Indian),2024-03-07,100.0,120.0,110.0
Water Melon(Green),2024-03-07,50.0,60.0,56.67
Sweet Orange,2024-03-07,130.0,150.0,140.0
Mandarin,2024-03-07,220.0,250.0,235.0
Pineapple,2024-03-07,150.0,180.0,165.0
Cucumber(Local),2024-03-07,120.0,140.0,130.0
Cucumber(Hybrid),2024-03-07,70.0,80.0,76.67
Jack Fruit,2024-03-07,90.0,100.0,95.0
Lemon,2024-03-07,50.0,60.0,56.67
Pear(Chinese),2024-03-07,220.0,250.0,235.0
Papaya(Nepali),2024-03-07,60.0,70.0,66.67
Papaya(Indian),2024-03-07,60.0,70.0,65.0
Guava,2024-03-07,220.0,250.0,235.0
Mombin,2024-03-07,150.0,160.0,156.67
Kinnow,2024-03-07,90.0,100.0,96.67
Strawberry,2024-03-07,200.0,300.0,250.0
Kiwi,2024-03-07,450.0,500.0,475.0
Amla,2024-03-07,80.0,90.0,85.0
Ginger,2024-03-07,200.0,220.0,210.0
Chilli Dry,2024-03-07,400.0,450.0,425.0
Chilli Green,2024-03-07,90.0,100.0,95.0
Chilli Green(Bullet),2024-03-07,100.0,110.0,106.67
Chilli Green(Machhe),2024-03-07,90.0,100.0,95.0
Capsicum,2024-03-07,110.0,120.0,116.0
Garlic Green,2024-03-07,90.0,100.0,96.67
Coriander Green,2024-03-07,30.0,50.0,40.0
Garlic Dry Chinese,2024-03-07,200.0,220.0,210.0
Garlic Dry Nepali,2024-03-07,190.0,200.0,195.0
Clive Green,2024-03-07,100.0,120.0,110.0
Fish Fresh(Rahu),2024-03-07,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-03-07,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-03-07,250.0,300.0,275.0
Tree Tomato,2024-03-07,140.0,150.0,145.0
Tomato Big(Nepali),2024-03-06,50.0,60.0,55.0
Tomato Big(Indian),2024-03-06,60.0,70.0,65.0
Tomato Small(Local),2024-03-06,20.0,25.0,22.5
Tomato Small(Tunnel),2024-03-06,20.0,25.0,22.5
Tomato Small(Terai),2024-03-06,30.0,40.0,35.0
Potato Red,2024-03-06,32.0,34.0,33.0
Potato Red(Indian),2024-03-06,34.0,36.0,35.0
Potato White,2024-03-06,30.0,32.0,31.0
Onion Dry (Indian),2024-03-06,80.0,85.0,82.5
Carrot(Local),2024-03-06,30.0,40.0,35.0
Carrot(Terai),2024-03-06,25.0,30.0,28.33
Cabbage(Local),2024-03-06,30.0,40.0,35.0
Cabbage,2024-03-06,20.0,30.0,25.0
Cauli Local,2024-03-06,25.0,35.0,30.0
Cauli Local(Jyapu),2024-03-06,35.0,45.0,40.0
Cauli Terai,2024-03-06,20.0,30.0,25.0
Raddish Red,2024-03-06,50.0,60.0,56.67
Raddish White(Local),2024-03-06,25.0,30.0,27.5
Raddish White(Hybrid),2024-03-06,30.0,35.0,32.5
Brinjal Long,2024-03-06,60.0,70.0,65.0
Brinjal Round,2024-03-06,60.0,70.0,65.0
Green Peas,2024-03-06,70.0,90.0,80.0
French Bean(Local),2024-03-06,130.0,150.0,140.0
French Bean(Hybrid),2024-03-06,130.0,150.0,140.0
French Bean(Rajma),2024-03-06,110.0,120.0,116.67
Sword Bean,2024-03-06,90.0,100.0,96.67
Bitter Gourd,2024-03-06,120.0,130.0,125.0
Bottle Gourd,2024-03-06,60.0,70.0,66.67
Pointed Gourd(Terai),2024-03-06,280.0,300.0,290.0
Smooth Gourd,2024-03-06,100.0,120.0,110.0
Pumpkin,2024-03-06,40.0,50.0,45.0
Squash(Long),2024-03-06,50.0,60.0,56.67
Squash(Round),2024-03-06,50.0,60.0,55.0
Turnip,2024-03-06,70.0,80.0,76.67
Okara,2024-03-06,100.0,110.0,105.0
Sweet Potato,2024-03-06,60.0,70.0,65.0
Barela,2024-03-06,50.0,60.0,55.0
Arum,2024-03-06,80.0,90.0,85.0
Christophine,2024-03-06,40.0,50.0,45.0
Brd Leaf Mustard,2024-03-06,40.0,50.0,46.67
Spinach Leaf,2024-03-06,80.0,90.0,86.67
Cress Leaf,2024-03-06,80.0,90.0,86.67
Mustard Leaf,2024-03-06,30.0,40.0,35.0
Fenugreek Leaf,2024-03-06,80.0,90.0,86.67
Onion Green,2024-03-06,70.0,80.0,76.67
Bakula,2024-03-06,60.0,70.0,66.67
Yam,2024-03-06,70.0,80.0,76.67
Mushroom(Kanya),2024-03-06,100.0,120.0,110.0
Mushroom(Button),2024-03-06,300.0,350.0,325.0
Asparagus,2024-03-06,800.0,1000.0,900.0
Neuro,2024-03-06,80.0,90.0,86.67
Brocauli,2024-03-06,50.0,60.0,55.0
Sugarbeet,2024-03-06,60.0,70.0,66.67
Drumstick,2024-03-06,150.0,180.0,165.0
Red Cabbbage,2024-03-06,60.0,70.0,65.0
Lettuce,2024-03-06,60.0,70.0,66.67
Knolkhol,2024-03-06,60.0,70.0,65.0
Celery,2024-03-06,90.0,100.0,95.0
Parseley,2024-03-06,180.0,200.0,190.0
Fennel Leaf,2024-03-06,80.0,90.0,86.67
Mint,2024-03-06,250.0,300.0,275.0
Turnip A,2024-03-06,70.0,80.0,75.0
Tamarind,2024-03-06,150.0,160.0,156.67
Bamboo Shoot,2024-03-06,100.0,120.0,110.0
Tofu,2024-03-06,150.0,170.0,160.0
Gundruk,2024-03-06,250.0,300.0,275.0
Apple(Jholey),2024-03-06,200.0,220.0,210.0
Apple(Fuji),2024-03-06,300.0,350.0,325.0
Banana,2024-03-06,120.0,130.0,125.0
Lime,2024-03-06,220.0,260.0,240.0
Pomegranate,2024-03-06,280.0,300.0,290.0
Grapes(Green),2024-03-06,120.0,140.0,130.0
Grapes(Black),2024-03-06,180.0,200.0,190.0
Orange(Nepali),2024-03-06,150.0,160.0,155.0
Orange(Indian),2024-03-06,90.0,100.0,95.0
Water Melon(Green),2024-03-06,50.0,60.0,56.67
Sweet Orange,2024-03-06,140.0,150.0,145.0
Mandarin,2024-03-06,220.0,250.0,235.0
Pineapple,2024-03-06,150.0,180.0,165.0
Cucumber(Local),2024-03-06,120.0,150.0,135.0
Cucumber(Hybrid),2024-03-06,70.0,80.0,75.0
Jack Fruit,2024-03-06,100.0,110.0,106.67
Lemon,2024-03-06,50.0,60.0,55.0
Pear(Chinese),2024-03-06,220.0,250.0,235.0
Papaya(Nepali),2024-03-06,70.0,80.0,75.0
Papaya(Indian),2024-03-06,70.0,80.0,75.0
Guava,2024-03-06,200.0,220.0,210.0
Mombin,2024-03-06,130.0,140.0,136.67
Kinnow,2024-03-06,90.0,100.0,95.0
Strawberry,2024-03-06,200.0,300.0,250.0
Kiwi,2024-03-06,500.0,600.0,550.0
Avocado,2024-03-06,400.0,500.0,450.0
Amla,2024-03-06,80.0,90.0,85.0
Ginger,2024-03-06,200.0,220.0,210.0
Chilli Dry,2024-03-06,400.0,450.0,425.0
Chilli Green,2024-03-06,100.0,110.0,105.0
Chilli Green(Bullet),2024-03-06,100.0,110.0,105.0
Chilli Green(Machhe),2024-03-06,80.0,90.0,86.67
Capsicum,2024-03-06,90.0,100.0,95.0
Garlic Green,2024-03-06,120.0,130.0,126.67
Coriander Green,2024-03-06,40.0,60.0,48.0
Garlic Dry Chinese,2024-03-06,220.0,230.0,225.0
Garlic Dry Nepali,2024-03-06,200.0,210.0,205.0
Clive Green,2024-03-06,100.0,120.0,110.0
Fish Fresh(Rahu),2024-03-06,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-03-06,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-03-06,250.0,300.0,275.0
Fish Fresh(Mungari),2024-03-06,350.0,370.0,360.0
Tree Tomato,2024-03-06,140.0,150.0,146.67
Tomato Big(Nepali),2024-03-05,50.0,60.0,55.0
Tomato Big(Indian),2024-03-05,60.0,70.0,65.0
Tomato Small(Local),2024-03-05,20.0,25.0,22.5
Tomato Small(Tunnel),2024-03-05,20.0,25.0,22.5
Tomato Small(Terai),2024-03-05,28.0,35.0,30.75
Potato Red,2024-03-05,32.0,35.0,34.0
Potato Red(Indian),2024-03-05,34.0,36.0,35.0
Onion Dry (Indian),2024-03-05,80.0,85.0,82.0
Carrot(Local),2024-03-05,30.0,35.0,32.5
Carrot(Terai),2024-03-05,25.0,30.0,27.6
Cabbage(Local),2024-03-05,30.0,40.0,35.0
Cabbage,2024-03-05,25.0,35.0,30.0
Cauli Local,2024-03-05,30.0,40.0,35.0
Cauli Local(Jyapu),2024-03-05,40.0,50.0,46.67
Cauli Terai,2024-03-05,30.0,35.0,32.5
Raddish Red,2024-03-05,50.0,60.0,56.67
Raddish White(Local),2024-03-05,25.0,30.0,27.5
Raddish White(Hybrid),2024-03-05,30.0,36.0,33.2
Brinjal Long,2024-03-05,60.0,70.0,66.67
Brinjal Round,2024-03-05,60.0,70.0,65.0
Green Peas,2024-03-05,80.0,100.0,90.0
French Bean(Local),2024-03-05,150.0,160.0,156.67
French Bean(Hybrid),2024-03-05,140.0,160.0,150.0
French Bean(Rajma),2024-03-05,120.0,130.0,126.67
Sword Bean,2024-03-05,100.0,110.0,106.67
Bitter Gourd,2024-03-05,120.0,130.0,126.0
Bottle Gourd,2024-03-05,60.0,70.0,66.67
Pointed Gourd(Terai),2024-03-05,280.0,300.0,290.0
Smooth Gourd,2024-03-05,100.0,120.0,110.0
Pumpkin,2024-03-05,40.0,50.0,45.0
Squash(Long),2024-03-05,50.0,60.0,55.0
Squash(Round),2024-03-05,50.0,60.0,55.0
Turnip,2024-03-05,70.0,80.0,76.67
Okara,2024-03-05,100.0,110.0,105.0
Sweet Potato,2024-03-05,55.0,65.0,60.0
Barela,2024-03-05,60.0,70.0,65.0
Arum,2024-03-05,80.0,90.0,86.67
Christophine,2024-03-05,40.0,50.0,45.0
Brd Leaf Mustard,2024-03-05,40.0,50.0,46.67
Spinach Leaf,2024-03-05,90.0,100.0,96.67
Cress Leaf,2024-03-05,90.0,100.0,96.67
Mustard Leaf,2024-03-05,30.0,40.0,35.0
Fenugreek Leaf,2024-03-05,90.0,100.0,96.67
Onion Green,2024-03-05,70.0,80.0,75.0
Bakula,2024-03-05,60.0,70.0,65.0
Yam,2024-03-05,70.0,80.0,76.67
Mushroom(Kanya),2024-03-05,100.0,120.0,110.0
Mushroom(Button),2024-03-05,300.0,350.0,325.0
Asparagus,2024-03-05,1000.0,1500.0,1250.0
Neuro,2024-03-05,70.0,80.0,76.67
Brocauli,2024-03-05,50.0,60.0,56.67
Sugarbeet,2024-03-05,60.0,70.0,66.67
Drumstick,2024-03-05,150.0,180.0,165.0
Red Cabbbage,2024-03-05,50.0,60.0,56.67
Lettuce,2024-03-05,60.0,70.0,66.67
Knolkhol,2024-03-05,50.0,60.0,55.0
Celery,2024-03-05,90.0,100.0,96.67
Parseley,2024-03-05,180.0,200.0,190.0
Fennel Leaf,2024-03-05,90.0,100.0,96.67
Mint,2024-03-05,250.0,300.0,275.0
Turnip A,2024-03-05,70.0,80.0,75.0
Tamarind,2024-03-05,150.0,160.0,156.67
Bamboo Shoot,2024-03-05,100.0,120.0,110.0
Tofu,2024-03-05,150.0,170.0,160.0
Gundruk,2024-03-05,250.0,300.0,275.0
Apple(Jholey),2024-03-05,200.0,220.0,210.0
Apple(Fuji),2024-03-05,300.0,350.0,325.0
Banana,2024-03-05,120.0,140.0,130.0
Lime,2024-03-05,220.0,260.0,240.0
Pomegranate,2024-03-05,280.0,300.0,290.0
Grapes(Green),2024-03-05,120.0,140.0,130.0
Grapes(Black),2024-03-05,180.0,200.0,190.0
Orange(Nepali),2024-03-05,160.0,180.0,170.0
Orange(Indian),2024-03-05,90.0,100.0,96.67
Water Melon(Green),2024-03-05,50.0,60.0,56.67
Sweet Orange,2024-03-05,140.0,150.0,146.67
Mandarin,2024-03-05,220.0,250.0,235.0
Pineapple,2024-03-05,150.0,160.0,155.0
Cucumber(Local),2024-03-05,110.0,130.0,120.0
Cucumber(Hybrid),2024-03-05,70.0,80.0,75.0
Jack Fruit,2024-03-05,100.0,110.0,105.0
Lemon,2024-03-05,50.0,60.0,56.67
Pear(Chinese),2024-03-05,220.0,250.0,235.0
Papaya(Nepali),2024-03-05,70.0,80.0,76.67
Papaya(Indian),2024-03-05,70.0,80.0,75.0
Guava,2024-03-05,200.0,250.0,225.0
Mombin,2024-03-05,130.0,140.0,135.0
Sugarcane,2024-03-05,80.0,90.0,86.67
Kinnow,2024-03-05,90.0,100.0,96.67
Strawberry,2024-03-05,200.0,300.0,250.0
Kiwi,2024-03-05,500.0,600.0,550.0
Avocado,2024-03-05,500.0,600.0,550.0
Amla,2024-03-05,80.0,90.0,85.0
Ginger,2024-03-05,200.0,220.0,210.0
Chilli Dry,2024-03-05,400.0,450.0,425.0
Chilli Green,2024-03-05,100.0,120.0,112.0
Chilli Green(Bullet),2024-03-05,100.0,120.0,110.0
Chilli Green(Machhe),2024-03-05,90.0,100.0,95.0
Capsicum,2024-03-05,100.0,120.0,107.5
Garlic Green,2024-03-05,120.0,130.0,126.67
Coriander Green,2024-03-05,60.0,100.0,80.0
Garlic Dry Chinese,2024-03-05,220.0,240.0,230.0
Garlic Dry Nepali,2024-03-05,220.0,230.0,225.0
Clive Green,2024-03-05,100.0,120.0,110.0
Fish Fresh(Rahu),2024-03-05,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-03-05,260.0,280.0,270.0
Fish Fresh(Chhadi),2024-03-05,250.0,300.0,270.0
Fish Fresh(Mungari),2024-03-05,350.0,370.0,360.0
Tree Tomato,2024-03-05,140.0,150.0,145.0
Tomato Big(Nepali),2024-03-04,50.0,60.0,55.0
Tomato Big(Indian),2024-03-04,60.0,70.0,65.0
Tomato Small(Local),2024-03-04,25.0,30.0,27.5
Tomato Small(Tunnel),2024-03-04,30.0,35.0,32.5
Tomato Small(Terai),2024-03-04,30.0,40.0,35.0
Potato Red,2024-03-04,32.0,35.0,33.5
Potato Red(Indian),2024-03-04,34.0,38.0,36.0
Onion Dry (Indian),2024-03-04,84.0,88.0,86.0
Carrot(Terai),2024-03-04,25.0,35.0,30.0
Cabbage(Local),2024-03-04,28.0,35.0,31.0
Cabbage,2024-03-04,25.0,30.0,28.33
Cauli Local,2024-03-04,40.0,50.0,45.0
Cauli Local(Jyapu),2024-03-04,50.0,60.0,55.0
Cauli Terai,2024-03-04,30.0,40.0,35.0
Raddish Red,2024-03-04,50.0,60.0,56.67
Raddish White(Local),2024-03-04,25.0,30.0,28.33
Raddish White(Hybrid),2024-03-04,30.0,40.0,35.0
Brinjal Long,2024-03-04,60.0,70.0,65.0
Brinjal Round,2024-03-04,60.0,70.0,66.67
Green Peas,2024-03-04,100.0,110.0,106.0
French Bean(Local),2024-03-04,150.0,160.0,155.0
French Bean(Hybrid),2024-03-04,150.0,160.0,156.67
French Bean(Rajma),2024-03-04,120.0,130.0,125.0
Sword Bean,2024-03-04,100.0,110.0,106.67
Bitter Gourd,2024-03-04,120.0,130.0,126.67
Bottle Gourd,2024-03-04,60.0,70.0,66.67
Pointed Gourd(Terai),2024-03-04,300.0,320.0,310.0
Smooth Gourd,2024-03-04,120.0,130.0,125.0
Pumpkin,2024-03-04,40.0,50.0,46.0
Squash(Long),2024-03-04,50.0,60.0,55.0
Squash(Round),2024-03-04,50.0,60.0,55.0
Turnip,2024-03-04,70.0,80.0,76.67
Okara,2024-03-04,100.0,120.0,110.0
Sweet Potato,2024-03-04,60.0,70.0,66.67
Barela,2024-03-04,60.0,70.0,65.0
Arum,2024-03-04,80.0,90.0,86.67
Christophine,2024-03-04,40.0,50.0,45.0
Brd Leaf Mustard,2024-03-04,50.0,60.0,56.67
Spinach Leaf,2024-03-04,90.0,100.0,96.67
Cress Leaf,2024-03-04,90.0,100.0,96.67
Mustard Leaf,2024-03-04,40.0,50.0,45.0
Fenugreek Leaf,2024-03-04,90.0,100.0,96.67
Onion Green,2024-03-04,80.0,90.0,86.67
Bakula,2024-03-04,70.0,80.0,76.67
Yam,2024-03-04,70.0,80.0,76.67
Mushroom(Kanya),2024-03-04,100.0,120.0,108.0
Mushroom(Button),2024-03-04,340.0,380.0,360.0
Asparagus,2024-03-04,1000.0,1500.0,1250.0
Neuro,2024-03-04,80.0,90.0,86.67
Brocauli,2024-03-04,50.0,60.0,56.67
Sugarbeet,2024-03-04,60.0,70.0,66.67
Drumstick,2024-03-04,150.0,200.0,175.0
Red Cabbbage,2024-03-04,50.0,60.0,56.67
Lettuce,2024-03-04,60.0,70.0,66.67
Knolkhol,2024-03-04,50.0,60.0,55.0
Celery,2024-03-04,90.0,100.0,96.67
Parseley,2024-03-04,180.0,200.0,190.0
Fennel Leaf,2024-03-04,90.0,100.0,96.67
Mint,2024-03-04,250.0,300.0,275.0
Turnip A,2024-03-04,70.0,80.0,76.67
Tamarind,2024-03-04,150.0,160.0,156.67
Bamboo Shoot,2024-03-04,100.0,120.0,110.0
Tofu,2024-03-04,150.0,170.0,160.0
Gundruk,2024-03-04,250.0,300.0,275.0
Apple(Jholey),2024-03-04,200.0,220.0,210.0
Apple(Fuji),2024-03-04,300.0,350.0,325.0
Banana,2024-03-04,120.0,140.0,130.0
Lime,2024-03-04,220.0,260.0,240.0
Pomegranate,2024-03-04,280.0,300.0,290.0
Grapes(Green),2024-03-04,120.0,140.0,130.0
Grapes(Black),2024-03-04,180.0,200.0,190.0
Orange(Nepali),2024-03-04,150.0,170.0,160.0
Orange(Indian),2024-03-04,90.0,100.0,96.67
